title,url,location,price,property_type,posted_by,description,Extracted_Locality,Exact_Price,BHK_List,Cleaned_Area,Price_Per_Sqft,Zone,Score_Area,Score_Price,Score_BHK_Liv,Score_BHK_Inv,Score_Zone_Liv,Score_Zone_Inv,Score_Keywords,Locality_Freq,Score_Locality,Livability_Score,Investment_Score,Recommendation_Score
"2 BHK Flat in Nobo Nagar, Bannerghatta Road",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-synergy-sunshine-apartments-nobo-nagar-bangalore-south-750-sq-ft-r1-spid-R65711070,Synergy Sunshine Apartments,₹75 Lac,2 BHK Flat,4d ago,Property is in prime location overlooking bannerghata main road. This property is inside nobonagar resendential layout. Pls contact for further information. Beautiful location near to meenakshi temple and meenakshi mall. This is just between two nearest metro stations kalena agrahara and meenakshi mall.,Bannerghatta,7500000,[2],750,10000,South,0,6.37579863435568,7,8,9.2,8.2,3,63,2.28782287822878,45.3,63.1,54.2
"3 BHK Flat in Whitefield, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-slv-central-park-whitefield-bangalore-east-1555-sq-ft-spid-Q84407196,SLV Central Park,₹1.49 Cr,3 BHK Flat,,"Slv central park is a thoughtfully designed residential community offering modern apartments surrounded by landscaped greenery. The project includes amenities such as a clubhouse, swimming pool, gym, sports courts, jogging tracks, and childrens play areas. Strategically located with excellent access to schools, hospitals, shopping centers, and major employment hubs, it combines comfort, conveni...",Whitefield,14900000,[3],1555,9581.99,East,2.24510176906981,6.64261221093547,9,9,7.5,9.5,8,179,6.56826568265683,60,81.2,70.6
"Residential land / Plot in Gauribidanur, Chikkaballapur",https://www.99acres.com/residential-land-plot-for-sale-in-gauribidanur-bangalore-north-133-sq-yard-spid-V85972212,"Gauribidanur, Chikkaballapur, Bangalore North",₹19 Lac,Residential land / Plot,Dealer·1mo ago,"Discover the serene layout, nestled in a peaceful area and easily accessible via udamalodu road. Situated in karekallahalli ward no. 02, our plots come with fully transparent documentation that meets all legal requirements, including approval from the gauribidanur town planning authority and individual 'a' katha for every plot. **amenities:** Reliable borewell water and consistent power supply....",Chikkaballapur,1900000,[],1200,1583.33,North,1.11961828672881,10,5,5,8,9.3,0,12,0.40590405904059,42.4,65.7,54
"Residential land / Plot in Devanahalli, Bangalore",https://www.99acres.com/residential-land-plot-for-sale-in-devanahalli-bangalore-north-222-sq-yard-spid-C86216782,NH7,₹1.68 Cr,Residential land / Plot,Dealer·3w ago,"E 11 a katha plot for sale very close to nh7 devanahalli international airport,
Close to godrej appartment 
Panchayat e 11(a) khatha
6350/-Sqft land area 
*north facing site* 
30 feet road 
Clear title 
After toll plaza
Close to hiranandani 
1 km from nh 7 & coffee day",Devanahalli,16800000,[],2000,8400,North,3.65591909200431,7.39707018893013,5,5,8,9.3,0,74,2.69372693726937,48.7,62.6,55.6
"4 BHK Flat in Yelahanka, Bangalore",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-prestige-garden-bay-yelahanka-bangalore-north-3978-sq-ft-spid-G86630950,Prestige Garden Bay,₹5 Cr,4 BHK Flat,4d ago,"Nestled amidst extensive green surroundings (Stud farm, icar and le roma resort and other large private estates). One of the best 4 bhk duplex plans. All bed rooms are large and good ventilation. 330 sft private garden merging to central garden area and plenty of morning sunlight. 
Good connectivity to reputed schools, hospitals and kia. All modern facilities with high end specifications.",Yelahanka,50000000,[4],3978,12569.13,North,9.926922833048,4.73593651622826,10,6,8,9.3,3.5,71,2.5830258302583,84,60.8,72.4
"Residential land / Plot in Devanahalli, Bangalore",https://www.99acres.com/residential-land-plot-for-sale-in-arvind-greatlands-devanahalli-bangalore-north-179-sq-yard-spid-N86137996,Arvind Greatlands,₹1.3 Cr,Residential land / Plot,Dealer·3w ago,"Arvind greatlands in devanahalli, bangalore, one of the upcoming under-Construction housing societies in bangalore north. This society will have all basic facilities and amenities to suit homebuyers needs and requirements. Brought to you by arvind smartspaces, arvind greatlands is scheduled for possession in dec, 2026. This housing society has multiple property options to offer, in varied price...",Devanahalli,13000000,[],1613,8059.52,North,2.42898357745229,7.61439677574357,5,5,8,9.3,0,74,2.69372693726937,44.6,63.1,53.8
"4 BHK Flat in Ambedkar Nagar, Whitefield",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-sobha-habitech-ambedkar-nagar-bangalore-east-3584-sq-ft-spid-Y85200348,Sobha Habitech,₹5.25 Cr,4 BHK Flat,Dealer·1w ago,"Sobha habitech is a society which has been way ahead of its time in bringing smart home features for its residents. The society has been created beautifully and has a club house with all required amenities badminton court, swimming pool, pool table, jacuzzi, sauna, steam bath, gym. The maintenance of the society has also been good. The maintenance office is not the most helpful and creates issu...",Whitefield,52500000,[4],3584,14648.44,East,8.67779468644981,3.40872391863938,10,6,7.5,9.5,2,179,6.56826568265683,75.8,62.6,69.2
"4 Bedroom House in Chikka Tirupathi, Bangalore",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-the-empyrean-chikka-tirupathi-kolar-4560-sq-ft-spid-H86458200,The Empyrean,₹3 Cr,4 Bedroom House,1w ago,"This 4 bhk independent villa at the empyrean, chikka tirupathi, bangalore east, offers 3039 sq.Ft. Of living space with 4 bedrooms and 5 bathrooms. Around 1-5 years old and available immediately, it features a well-Maintained layout on a single floor. Conveniently located with excellent connectivity to sarjapur, hoskote, bangalore international airport, and nearby railway stations.",Chikka Tirupathi,30000000,[4],3039,9871.67,East,6.94993976285588,6.45771099597976,10,6,7.5,9.5,0,6,0.18450184501845,70.8,58.7,64.8
"2 BHK Flat in Jakkur, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-hrc-ibbani-jakkur-bangalore-north-1269-sq-ft-spid-B86041520,HRC Ibbani,₹1.5 Cr,2 BHK Flat,3w ago,"Good location, good quality construction. Good water supply, piped gas.
Close to good schools, hospitals, airport. 
Good quality interiors.",Jakkur,15000000,[2],1269,11820.33,North,1.33837423118382,5.2138916037691,7,8,8,9.3,3.5,13,0.44280442804428,46.9,61.7,54.3
"Residential land / Plot in Canara Bank Layout, Sahakara Nagar",https://www.99acres.com/residential-land-plot-for-sale-in-canara-bank-layout-bangalore-north-450-sq-yard-spid-C85814206,"Canara Bank Layout, Sahakara Nagar, Bangalore North",₹6.45 Cr,Residential land / Plot,1mo ago,It is a south east facing plot with a wide road and open area facing it.Suitable for being split into two east facing plots.,Sahakara Nagar,64500000,[],4046,15941.67,North,10,2.58326203581293,5,5,8,9.3,0,7,0.22140221402214,66.1,46.8,56.4
"4 Bedroom House in Venkateshpuram, Hennur Road",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-venkateshpuram-bangalore-north-6200-sq-ft-spid-W82028162,"Chikanna Layout, Deepu Illam , P&T Colony",₹3.05 Cr,4 Bedroom House,6mo ago,"Ground floor with duplex2. 1st floor3. 2nd floor4. 3rd floor5. 4th floor6. Terrace a single room House no: 120, p and t colony venkateshpuram, bangalore 560045south facing and in the portico, main entrance east facing south by 25 feet road. A katha up to date tax paid with clear title deed. Land area 1710 sq. Ft. Buildup area 6200 sqft. That is,1. Ground floor2. First floor3. Second floor4. Thi...",Hennur,30500000,[4],1710,17836.26,North,2.73651005009194,1.37395523919967,10,6,8,9.3,0,35,1.25461254612546,52,46.9,49.4
UKN Miraya Rose,https://www.99acres.com/ukn-miraya-rose-siddapura-bangalore-east-npxid-r8974,"in Siddapura, Whitefield","₹2.92 - 3.93 Cr, ₹4.23 - 6.52 Cr","3, 4 BHK Apartment",UKn Properties,"Here are beautifully built 3,4 BHK apartments in Siddapura, available for sale at UKN Miraya Rose. Apartment prices in this housing society vary in the range of Rs. 2.92 - 6.52 Cr. Apartments in UKN Miraya Rose have SUPER area ranging between 2,900 - 6,470 sqft. The apartments here are Ready To Move",Whitefield,44000000,"[3, 4]",6470,6800.62,East,10,8.41794600077719,10,9,7.5,9.5,2,179,6.56826568265683,85.4,79.6,82.5
Akarsh Adarsh Rosewood,https://www.99acres.com/akarsh-adarsh-rosewood-doddakannelli-bangalore-east-npxid-r438220,"in Doddakannelli, Sarjapur Road","₹1.82 Cr, ₹2.4 - 2.51 Cr","2, 3 BHK Apartment",Akarsh Residence,"Here are beautifully built 2,3 BHK apartments in Doddakannelli, available for sale at Akarsh Adarsh Rosewood. Apartments in Akarsh Adarsh Rosewood have CARPET area ranging between 922 - 1,262 sqft. Akarsh Adarsh Rosewood 's RERA registration number is PRM/KA/RERA/1251/446/PR/311224/007335. This society offers apartments in the price range of Rs. 1.82 - 2.51 Cr",Sarjapur,21375000,"[2, 3]",1262,16937.4,East,1.31618159913766,1.94769283266517,9,9,7.5,9.5,0,272,10,44.1,66.6,55.4
Prestige Park Drive,https://www.99acres.com/prestige-park-drive-devanahalli-bangalore-north-npxid-r374951,"in Devanahalli, Bangalore",₹1.65 - 4.4 Cr,Land,Prestige Group,"Prestige Park Drive offers plots in Devanahalli , Bangalore North, for sale. Residents will get some of the top amenities in this project, which include Swimming Pool, Gymnasium and Club House. Land in Prestige Park Drive are priced approximately at Rs. 1.65 - 4.4 Cr. Plot sizes here are roughly in range of 1,500 - 4,000 sqft",Devanahalli,30250000,[],4000,7562.5,North,9.99667110519308,7.9316420182777,5,5,8,9.3,3.5,74,2.69372693726937,74.9,67.4,71.2
Sowparnika Columns,https://www.99acres.com/sowparnika-columns-soukya-road-bangalore-east-npxid-r270895,"in Soukya Road, Whitefield, Bangalore","₹52.04 L, ₹86.71 - 89.67 L, ₹1.07 - 1.16 Cr","1, 2, 3 BHK Apartment",Sowparnika Projects,"Looking for your dream home? Explore 1,2,3 BHK apartments in Soukya Road, now available in Sowparnika Columns. This society offers apartments in the price range of Rs. 52.04 L - 1.16 Cr. Apartments in Sowparnika Columns have SUPER area ranging between 573 - 1,453 sqft. The housing society is RERA-registered with PRM/KA/RERA/1250/304/PR/171024/000764 registration number",Soukya Road,8391000,"[1, 2, 3]",1453,5774.95,East,1.92172341639718,9.07262574788993,9,9,7.5,9.5,0,15,0.516605166051661,53.3,70.2,61.8
Arvind Orchards Plots,https://www.99acres.com/arvind-orchards-plots-devanahalli-bangalore-north-npxid-r422377,"in Devanahalli, Bangalore",Price on Request,Land,Arvind Smart Homes,"Looking for Land in Devanahalli? Explore great investment options in Arvind Orchards Plots. Arvind Orchards Plots is New Launch. This project has some top amenities, which include Swimming Pool, Gymnasium and Mini Theatre among others. Sizes of these property options are in the bracket of 747 - 3,160 sqft",Devanahalli,14500000,[],3160,4588.61,North,7.3335552596538,9.82986030792359,5,5,8,9.3,1,74,2.69372693726937,65,69.7,67.4
Krishvi BVL Statura,https://www.99acres.com/krishvi-bvl-statura-budigere-cross-bangalore-east-npxid-r338539,"in Budigere Cross, Bangalore","₹1.29 - 1.34 Cr, ₹1.88 Cr, ₹3.4 - 4.49 Cr","2, 3, 4 BHK Apartment",Krishvi Projects,"Looking for your dream home? Explore 2,3,4 BHK apartments in Budigere Cross, now available in Krishvi BVL Statura. Apartments in Krishvi BVL Statura have SUPER area ranging between 1,226 - 4,277 sqft. Krishvi BVL Statura is a RERA- registered society and PRM/KA/RERA/1251/308/PR/190823/002819 is the RERA registration number. Prices of apartments in this project, vary between Rs. 1.29 - 4.49 Cr",Budigere,23800000,"[2, 3, 4]",4277,5564.65,East,10,9.20685912784431,10,9,7.5,9.5,0,41,1.4760147601476,84.2,72,78.1
Subha Ecostone,https://www.99acres.com/subha-ecostone-chandapura-bangalore-south-npxid-r393055,"in Chandapura, Bangalore",₹1.75 - 2.26 Cr,3 BHK Villa,Maa Homes and Estate,"Subha Ecostone brings 3 BHK Villa in Chandapura, one of the preferred locations in the city. Subha Ecostone is a Ready To Move project . Villas in Subha Ecostone are offered in the price range of Rs. 1.75 - 2.26 Cr. Swimming Pool, Gymnasium and Children's Play Area are some of the amenities offered here in this project",Chandapura,20050000,[3],1514,13243.06,South,2.11511635279944,4.30577055449429,9,9,9.2,8.2,3,18,0.627306273062731,55.6,56.9,56.2
Divine Green Leaf,https://www.99acres.com/divine-green-leaf-yelahanka-bangalore-north-npxid-r419776,"in Yelahanka, Bangalore","₹78.39 - 78.98 L, ₹85.39 L - 1.06 Cr","2, 3 BHK Apartment",Green Leaf Projects,"Finest 2,3 BHK apartments in Yelahanka available for sale in Divine Green Leaf. Apartments in this complex are available in price range of Rs. 78.39 L - 1.04 Cr. The housing society is RERA-registered with PRM/KA/RERA/1251/472/PR/231123/006428 registration number. Here units have different sizes, mostly in range of 789 - 990 sqft CARPET area",Yelahanka,8719000,"[2, 3]",990,8807.07,North,0.453839325343986,7.13723955660474,9,9,8,9.3,0,71,2.5830258302583,47.2,67.8,57.5
Century OneWorld Seraya,https://www.99acres.com/century-oneworld-seraya-chikkajala-bangalore-north-npxid-r448157,"in Chikkajala, Bangalore",₹1.67 - 5.06 Cr,Land,Century Real Estate Holdings,"This is your chance to invest in Land in Chikkajala. Check out Century OneWorld Seraya, one of the best offerings in the area that too within your price range. This is your chance to invest in Land in Chikkajala. Check out Century OneWorld Seraya, one of the best offerings in the area that too within your price range. Century OneWorld Seraya is Under Construction. Swimming Pool, Gymnasium and Club House are some of the top amenities available in this project",Chikkajala,33650000,[],1000,33650,North,0.48554308540993,0,5,5,8,9.3,1.5,3,0.0738007380073801,31.7,41.7,36.7
Prestige Lake Ridge,https://www.99acres.com/prestige-lake-ridge-uttarahalli-bangalore-south-npxid-r263303,"in Uttarahalli, Bangalore","₹1.14 - 1.36 Cr, ₹1.57 - 1.75 Cr","2, 3 BHK Apartment",Prestige Group,"Choose your dream home from the wide variety of 2,3 BHK apartments in Uttarahalli, available for sale in Prestige Lake Ridge. Prestige Lake Ridge is a RERA- registered society and PRM/KA/RERA/1251/310/PR/170916/000334 is the RERA registration number. Apartments in this complex are available in price range of Rs. 1.14 - 1.75 Cr. Prestige Lake Ridge apartments are available in multiples sizes, ranging from 1,137 - 1,750 sqft SUPER area",Uttarahalli,14550000,"[2, 3]",1750,8314.29,South,2.86332509035572,7.45177842951924,9,9,9.2,8.2,2,24,0.848708487084871,60.4,64.1,62.2
Godrej Ananda,https://www.99acres.com/godrej-ananda-bagalur-bangalore-north-npxid-r376451,"in Bagalur, Bangalore","₹83.16 - 90.62 L, ₹1.09 Cr","2, 3 BHK Apartment",Godrej Properties,"Godrej Ananda society now offers elegantly built 2,3 BHK apartments in Bagalur. Prices of apartments in this project, vary between Rs. 83.16 L - 1.09 Cr. The housing society is RERA-registered with PRM/KA/RERA/1251/309/PR/210331/004084 registration number. Godrej Ananda has apartments in multiple configurations, in range of 558 - 729 sqft",Bagalur,9794500,"[2, 3]",729,13435.53,North,0,4.18291796942619,9,9,8,9.3,0,21,0.738007380073801,42.7,57.6,50.2
Prestige Summer Fields,https://www.99acres.com/prestige-summer-fields-bhoganhalli-bangalore-east-npxid-r8376,"in Bhoganhalli, Near Bellandur, Bangalore","₹3.9 Cr, ₹4.55 - 5.44 Cr","3, 4 BHK Villa",Prestige Group,"Spacious and elegant 3,4 BHK Villa are for sale in Prestige Summer Fields, Bhoganhalli. Swimming Pool, Gymnasium and Club House are some of the amenities offered here in this project. Prestige Summer Fields is a Ready To Move project . Villas here are available in the price range of Rs. 3.9 - 5.44 Cr",Bellandur,44475000,"[3, 4]",1695,26238.94,East,2.68895440999303,0,10,9,7.5,9.5,4,53,1.91881918819188,53.4,53.6,53.5
